platform,date,author,rating,review_text,source_url,sentiment,sentiment_reason,themes,specific_issue,feature_request,churn_risk,churn_reason,trust_break,priority,priority_reason,is_actionable,is_feature_request,is_bug_report,is_churn_signal,noise_type,support_category,competitor_mentioned,action_item,key_insight,confidence
playstore_customer,2026-04-25,Kapil Verma,5.0,"so far, so (very) good",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"So far, very good.",UX,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Good general sentiment.,0.8
playstore_customer,2026-04-24,Riya Negi,5.0,"It's a really good app, that filters and gives you all the organic and healthy options",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Good app that filters healthy options.,Selection & Discovery | UX,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Filtering feature is highly appreciated.,0.9
playstore_customer,2026-04-24,Harish K L,1.0,"Fraud. It's only Double the price hiding behind false claim of health, organic",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Accuses app of fraud, double pricing hiding behind false health claims.",Pricing & Value | Product Quality,User doesn't believe the health claims justify the markup.,,High,Feels the app is fraudulent.,True,P4,Vague venting without specific product examples.,False,False,False,True,Vague Venting,Other,,,"Without transparent proof of health claims, premium pricing looks like a scam to skeptics.",0.85
playstore_customer,2026-04-24,Aniruddh B B,5.0,Amazing. Everything on the platform is genuine and an excellent value for money,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Everything is genuine and excellent value for money.,Product Quality | Pricing & Value,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Target audience finds high value despite the premium price tag.,0.95
playstore_customer,2026-04-24,Girivenkatasivakumar Madduluri,1.0,"very bad app, don't trust them , complete cheating",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Very bad app, complete cheating.",App Performance,,,High,Called it complete cheating.,True,P4,Vague venting.,False,False,False,True,Vague Venting,Other,,,Vague dissatisfaction.,0.7
playstore_customer,2026-04-24,Vishwa Vijay,5.0,Superb! At least someone is there for QUALITY and not for quantity!!,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Superb, values quality over quantity.",Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Quality-first positioning is landing perfectly.,0.9
playstore_customer,2026-04-23,Mayank Pandey,1.0,"I was about to create account but after reading terms and privacy policy, I uninstalled the app. Here are few points: 1: Data may be used/shared as per their internal policies 2: Limited clarity on how securely our data is handled 3: They are not responsible for losses, damages, or outcomes, even if something goes wrong on their platform 4: Everything is tilted in favor of them",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Uninstalled app after reading one-sided, opaque privacy policy and T&Cs.",UX | Subscription,"Privacy policy and terms are overly aggressive, non-transparent regarding data, and shift all liability away from the company.",,High,Uninstalled prior to account creation due to legal/data concerns.,True,P3,Poorly drafted legal copy is actively deterring privacy-conscious users at the top of the funnel.,True,False,False,True,None,Account,,"Revise privacy policy terms and conditions UX to highlight data security, fair usage, and user-friendly dispute resolution clauses.","Aggressive, legalese-heavy T&Cs scare off high-intent, highly educated users.",0.95
playstore_customer,2026-04-23,Ravi Patil,5.0,Heard great thing about a friend. but currently not servicing in RR Nagar. please do it asap 🙏,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Heard great things but not servicing RR Nagar.,Delivery & Speed,Location not serviceable.,Start servicing RR Nagar.,Medium,Cannot use app.,False,P3,Direct signal for geo-expansion.,True,True,False,False,None,Other,,Add RR Nagar to the priority list for delivery zone expansion based on demand signals.,Word of mouth is creating demand beyond the current serviceable footprint.,0.95
playstore_customer,2026-04-23,Nivedita Ghosh,5.0,I like packing and quality and deliver boy behaviour was polite,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Likes packing, quality, and polite delivery boy.",Packaging | Product Quality | Delivery & Speed,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Polite delivery personnel enhance the premium feeling.,0.9
playstore_customer,2026-04-23,Aparna Das,1.0,vegetables not fresh..gimmicky psckaging claiming fresh produce with high quality checks..not true.,https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Vegetables were not fresh, feels the packaging is a gimmick.",Product Quality | Packaging,Vegetables delivered were not fresh.,,Medium,Disappointed in core product.,False,P4,"Quality complaint, actionable only at operations level.",False,False,False,False,None,Product Quality,,,Packaging cannot compensate for subpar actual product quality.,0.9
playstore_customer,2026-04-22,Shubham Patil,1.0,"NEVER RECEIVED COMPLETE ORDER. Seems to be fraudulent with respect to execution. Even though the quality of product is better, you will find one or other things missing from the delivery. Customer Care says they will arrange the replacement but that never comes. Not sure at what level stealing happens, at store or during delivery.",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Orders consistently have missing items, CS promises replacements but they never arrive.",Delivery & Speed | Customer Support | Returns & Refunds,Chronic missing items in orders; CS fails to execute promised replacements.,,High,User suspects fraudulent stealing at store or delivery level.,True,P2,Repeated fulfillment failure + broken CS resolution pipeline destroys trust.,True,False,False,True,None,Delivery,,Implement dual-scan or weight-based verification at packing stations before rider handoff to prevent item theft/loss.,"When CS promises replacements but fails to deliver, users assume malicious intent (theft).",0.98
playstore_customer,2026-04-22,Utkalika Sahani,5.0,Great quality produce,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Great quality produce.,Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Produce remains the hero category.,0.9
playstore_customer,2026-04-21,lokesh chandra,4.0,"It is refreshing to see an application that values consumer wellness by offering comprehensive product transparency. Edit*: Deducting one star due to delivery delays reaching 35+ minutes. Otherwise, it’s a fantastic app. It’s rare to find a platform that stays so true to its words.",https://play.google.com/store/apps/details?id=com.firstclub.app,Mixed,Loves product transparency but deducted a star for 35+ minute delivery delays.,Delivery & Speed | Product Quality,Delivery delays exceeding 35 minutes.,,Medium,SLA breach is noticeable enough to lower the rating.,False,P3,SLA breaches on delivery need to be managed through dynamic ETA adjustments.,True,False,False,False,None,Delivery,,Adjust estimated delivery time logic during peak hours to prevent missed SLA expectations.,Even highly satisfied users will penalize the brand if quick commerce speed promises are broken.,0.95
playstore_customer,2026-04-21,Syed Shadab10,5.0,good server issue has to clear,https://play.google.com/store/apps/details?id=com.firstclub.app,Mixed,Good app but points out server issues that need clearing.,App Performance,App experiences server issues/timeouts.,,Low,,False,P3,Server stability directly impacts conversion.,True,False,True,False,None,App Bug,,Investigate and resolve intermittent server timeouts and optimize API response times.,App stability is noticed by users even when they are generally positive.,0.9
playstore_customer,2026-04-21,Pavithra Sampathkumar,5.0,"Great packaging, greens quite good ...",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Great packaging and greens.,Packaging | Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Leafy greens are a strong indicator of overall quality for users.,0.9
playstore_customer,2026-04-20,Vinay SHETTY S,5.0,Qualitative & Rewarding,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Qualitative and rewarding.,Pricing & Value | Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Rewards program aligns well with product quality.,0.9
playstore_customer,2026-04-19,harsha chowdary,1.0,"​I am extremely disappointed with the service provided by First Club. I placed an order worth over ₹500, yet there was zero seriousness in fulfilling it. ​The delivery was never initiated, and the rider refused to pick up any of my calls. To make matters worse, after I raised a formal concern, the order was simply canceled without a proper resolution. It is frustrating to see a platform show such a lack of commitment to its customers. ​Trying this app is a complete waste of time.",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"High value order was never delivered, rider ignored calls, and order was cancelled without resolution.",Delivery & Speed | Customer Support | Tracking,"Rider went rogue (no delivery, no calls answered) and CS auto-cancelled the order instead of helping.",,High,Calls the app a 'complete waste of time'.,True,P2,Rider unreliability combined with lazy CS resolution (auto-cancel) guarantees churn.,True,False,False,True,None,Delivery,,Create automated re-assignment protocol and trigger priority CS alert for riders who remain stationary/unreachable for >10 mins post-pickup.,Cancelling a delayed order without asking the customer is interpreted as the platform avoiding responsibility.,0.98
playstore_customer,2026-04-19,Anita Kalia,5.0,excellent quality products.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Excellent quality products.,Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Consistent quality.,0.9
playstore_customer,2026-04-19,kumar Shubham,5.0,nice app for that gives preference to quality and give authentic products. products are Good at ingredients . Nice initiative by firstclub.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,App gives preference to quality and authentic ingredients.,Product Quality,,,Low,,False,P4,Validation of core proposition.,False,False,False,False,None,Other,,,Ingredient transparency is highly valued.,0.9
playstore_customer,2026-04-19,Vibhore Jain,5.0,FC offers an exceptional selection of high-quality ingredients. Discovering new and exciting culinary items has become a true pleasure. I highly recommend this app to anyone who appreciates fine foods and a seamless shopping journey.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Exceptional selection of high-quality ingredients, great for culinary discovery.",Selection & Discovery | Product Quality | UX,,,Low,,False,P4,Validation of premium catalog.,False,False,False,False,None,Other,,,The app is successfully catering to culinary enthusiasts looking for discovery.,0.95
playstore_customer,2026-04-18,Deepak T N,5.0,superb app great quality,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Superb app, great quality.",Product Quality | UX,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,App experience matches product quality.,0.9
playstore_customer,2026-04-18,Roja vathi,5.0,Good and affordable and trustworthy,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Good, affordable, and trustworthy.",Pricing & Value | Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Some users find the premium pricing entirely affordable and justifiable.,0.9
playstore_customer,2026-04-18,Premm Krishna Shenoy,3.0,wanted to see the app without login. But unable to open any section of the app like fresh fruits or vegetables etc,https://play.google.com/store/apps/details?id=com.firstclub.app,Mixed,User wanted to browse the catalog without logging in but was blocked.,UX,App enforces login wall before allowing users to view the catalog.,Allow app browsing without requiring login.,Medium,High drop-off rate at the top of the funnel due to forced login.,False,P3,Forced login walls decrease organic exploration and conversion.,True,True,False,False,None,App Bug,,"Enable guest browsing mode for the catalog, delaying the login prompt until 'Add to Cart' or 'Checkout'.",Forcing account creation before demonstrating value (catalog) kills top-of-funnel acquisition.,0.98
playstore_customer,2026-04-17,Jatin Nagda,5.0,Really this is the Business Class of Fruits and Vegetables... Finally found a app or company which care about giving quality products. thanks First Club.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Calls it the 'Business Class' of fruits and vegetables.,Product Quality,,,Low,,False,P4,Excellent brand positioning validation.,False,False,False,False,None,Other,,,The 'Premium' positioning is actively recognized and appreciated by the core audience.,0.95
playstore_customer,2026-04-17,Sona Sonasunil,5.0,"superb awesome app and there package was fabulous,.. nice app very useful",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Awesome app and fabulous packaging.,Packaging | UX,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Packaging continues to be a standout feature.,0.9
playstore_customer,2026-04-17,RK,5.0,its a good platform where you can get only the certified natural products.hoping to get the trust worthy products in future too. all the best team and keep doing good.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Great platform for certified natural products.,Product Quality,,,Low,,False,P4,Validation of certification claims.,False,False,False,False,None,Other,,,Certifications build necessary trust for the 'natural' label.,0.95
playstore_customer,2026-04-17,shrishail sambanni,5.0,good products and best quality,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Good products, best quality.",Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Quality holds.,0.9
playstore_customer,2026-04-16,Vijaya Chauhan,5.0,"Vegetables are fresh, and I am very happy with the product. Please maintain this quality as you grow.",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Fresh vegetables, happy but cautious about quality dropping as the company grows.",Product Quality,,,Low,,False,P4,Warning to maintain standards.,False,False,False,False,None,Other,,,Users know that scale often ruins D2C quality and expect consistency.,0.95
playstore_customer,2026-04-16,Rahul Chauhan,5.0,My kids love FirstClub products because the flavors are natural and the packaging is fun.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Kids love natural flavors and fun packaging.,Product Quality | Packaging,,,Low,,False,P4,Validates family use-case.,False,False,False,False,None,Other,,,Kid-friendly packaging is a strong recurring revenue driver.,0.95
playstore_customer,2026-04-16,Prakash G,5.0,Products are good and quick delivery,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Good products and quick delivery.,Product Quality | Delivery & Speed,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Fundamentals are solid.,0.9
playstore_customer,2026-04-16,kriti Kulshreshtha,5.0,Amazing products and great quality.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Amazing products, great quality.",Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Quality remains the hero.,0.9
playstore_customer,2026-04-16,Shallon Sherly,2.0,They are not serviceable in most locations. only premier apartments and villa can access them.,https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,Complains about serviceability limited only to premier apartments and villas.,Delivery & Speed,Geographic restriction makes app seem elitist and inaccessible.,,High,Unable to order.,False,P4,"Business strategy (geo-fencing) working as intended, though creating resentment.",False,False,False,True,None,Other,,,Tight geofencing causes brand resentment amongst those excluded.,0.85
playstore_customer,2026-04-16,Subh Khan,5.0,Their competitive pricing on organic items makes them much better than bigbasket.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Finds competitive pricing on organic items better than BigBasket.,Pricing & Value | Product Quality,,,Low,,False,P4,Strong competitive pricing validation.,False,False,False,False,None,Other,bigbasket,,"When compared purely on organic items, the pricing is highly competitive against mass players.",0.98
playstore_customer,2026-04-16,Bhatt Chintan,5.0,"It’s often said that people only leave reviews when something goes wrong, but I believe good experiences deserve appreciation too. My experience with FirstClub has been really positive. The app offers a great range of healthy grocery items, and I genuinely appreciate the focus on quality and wellness. The products feel thoughtfully selected, and it makes choosing healthier options much easier. The ordering process is smooth, delivery is reliable, and overall the experience has been hassle-free.",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Appreciates the thought put into selecting healthy options and smooth ordering.,Selection & Discovery | UX | Delivery & Speed,,,Low,,False,P4,Comprehensive positive feedback.,False,False,False,False,None,Other,,,"Holistic experience of curation, UX, and delivery drives spontaneous positive reviews.",0.98
playstore_customer,2026-04-16,anish joseph,5.0,worth every single penny. then quality is top notch ❤️,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Worth every penny, top-notch quality.",Pricing & Value | Product Quality,,,Low,,False,P4,Value validation.,False,False,False,False,None,Other,,,Premium pricing is fully accepted when quality holds.,0.95
playstore_customer,2026-04-16,Pranjal Dixit,1.0,"Quality has gone down totally. So now it's just an expensive and slow quick commerce app, with no USP.",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Feels quality has dropped, turning it into an expensive/slow app with no USP.",Product Quality | Pricing & Value | Delivery & Speed,Perception that product quality has declined.,,High,User sees no remaining USP to justify the price or wait time.,True,P4,"Vague venting regarding quality drop, hard to action without specific SKUs.",False,False,False,True,Vague Venting,Other,,,"If quality degrades, users immediately penalize the app for its higher prices and slower speeds.",0.85
playstore_customer,2026-04-15,RAKSHITHA Aravinda,5.0,best app for groceries and veggies they fresh and clean happy to see clean groceries app,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Best app for fresh/clean groceries.,Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Clean grocery positioning is successful.,0.9
playstore_customer,2026-04-15,Kavya Govindaraj,3.0,Requesting you to please serve to North Bangalore as well,https://play.google.com/store/apps/details?id=com.firstclub.app,Mixed,Appreciates the service but requests expansion to North Bangalore.,Delivery & Speed,Not serviceable in North Bangalore.,Expand service to North Bangalore.,Low,,False,P3,Direct request for geographic expansion.,True,True,False,False,None,Other,,Log North Bangalore for territory expansion mapping and demand assessment.,"Expansion requests represent warm, high-intent leads.",0.95
playstore_customer,2026-04-14,Sayani Banerjee 94,5.0,Thank you First Club for delivering the products with so much care!,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Thankful for the care put into delivering products.,Delivery & Speed | Packaging,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Careful packaging is emotionally resonant.,0.9
playstore_customer,2026-04-14,prasobh kumar,5.0,"one of the best apps , totally worth it.",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"One of the best apps, totally worth it.",UX | Pricing & Value,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Value is firmly established.,0.9
playstore_customer,2026-04-14,Manash Baruah,1.0,"Very bad delivery experience, 16 minutes delivery becomes 1.5 hours, customer service is through bot, no help exists, terrible app",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"Delivery took 1.5 hours instead of 16 minutes, and support is restricted to an unhelpful bot.",Delivery & Speed | Customer Support | App Performance,Severe delivery delay combined with an unhelpful chatbot preventing human assistance.,,High,Calls it a terrible app due to compounding failures in delivery and support.,True,P2,SLA failure combined with a frustrating bot loop creates extremely high churn.,True,False,False,True,None,Delivery,,Implement automatic escalation to a human support agent when delivery SLA is breached by >30 minutes.,Bot deflection during active delivery failures enrages customers.,0.98
playstore_customer,2026-04-13,Krishna Mohan S,5.0,"good app and easy to use ,no glitch",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Good app, easy to use, no glitches.",UX | App Performance,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,App stability is critical.,0.9
playstore_customer,2026-04-12,Vidit Ranka,5.0,First time and interesting experience. Much better than usual Instamart and blinkit ordering,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Interesting first experience, much better than Instamart and Blinkit.",UX | Product Quality,,,Low,,False,P4,Strong competitive comparison.,False,False,False,False,None,Other,"Instamart, blinkit",,Successfully differentiating from mass-market quick commerce on the first order.,0.95
playstore_customer,2026-04-12,Nivedh Sanjay,3.0,Not available in our location. Had to receive the order 2 km away from my house. Would appreciate if the company expands their delivery service. the in-app experience is really good.,https://play.google.com/store/apps/details?id=com.firstclub.app,Mixed,Likes the in-app experience but had to pick up order 2 km away due to unserviceable location.,Delivery & Speed | UX,"User placed order successfully but location was actually unserviceable, forcing a 2km manual pickup.",Expand delivery service area.,Medium,Extreme friction in receiving the order.,False,P3,App allowed an order to be placed for a pin drop outside the actual delivery polygon.,True,False,True,False,None,Delivery,,Enforce strict geofencing validation at checkout to prevent users from placing orders if their actual pin is outside the serviceable polygon.,Allowing out-of-bounds orders creates massive operational headaches and user friction.,0.95
playstore_customer,2026-04-12,Krishnendu M B,2.0,"The app needs a lot of fixes. there is no basic functionality of showing order details with quantity, no notifications on customer support chat , referral rewards don't reflect to your account, no filter and sort options and many more. Just having quality items in store is not enough for customer experience",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,"App lacks basic features: order item quantities, CS chat notifications, referral rewards, and sorting/filtering.",UX | Customer Support | Selection & Discovery,"Missing item quantities in history, missing chat push notifications, broken referral rewards, no filters.","Add quantities to order history, push notifications for chat, and sorting/filtering options.",Medium,User explicitly states quality items aren't enough if UX is broken.,False,P2,Missing chat notifications and missing basic order history data severely impact post-purchase UX.,True,True,True,False,None,App Bug,,"Update order history UI to display item quantities, implement push notifications for active CS chats, and fix referral reward crediting.",A premium catalog is severely hampered by an MVP-level app lacking basic e-commerce functionality.,0.98
playstore_customer,2026-04-12,Auqib Dar,1.0,"don't matter where u at Bangalore, this App is unserviceable almost in 99% of city.",https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,Complains that the app is unserviceable in 99% of Bangalore.,Delivery & Speed,Perceives the service area to be far too small.,,High,Cannot use the app.,False,P4,Hyperbolic venting about geographic limits.,False,False,False,True,Vague Venting,Other,,,Limited geo-availability causes brand frustration at the top of the funnel.,0.8
playstore_customer,2026-04-12,Aishwarya Pranesh,5.0,"Absolutely loving the First Club app! A great delivery app for organic food items—fresh, high-quality products delivered quickly. The app is smooth, easy to use, and well-organized. Ordering feels simple and hassle-free, just like Instamart but focused on healthy, organic options. Highly recommended for anyone looking for convenient and clean food delivery! 🌿",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Loves the app for fast organic food delivery, comparing favorably to Instamart.",Product Quality | Delivery & Speed | UX,,,Low,,False,P4,Strong validation against top competitor.,False,False,False,False,None,Other,Instamart,,Positioning as 'Instamart for healthy/organic' is highly resonant and easy for users to understand.,0.95
playstore_customer,2026-04-11,suraj manjima,1.0,delivery time never keep as promised...delivery partners are not good,https://play.google.com/store/apps/details?id=com.firstclub.app,Negative,Delivery times are never met and partners are not good.,Delivery & Speed,Consistent SLA breaches and poor rider behavior.,,Medium,Chronic delivery failure.,False,P4,Vague venting about delivery partners without actionable specifics.,False,False,False,False,Vague Venting,Delivery,,,Last-mile execution is struggling to meet the marketing promises.,0.75
playstore_customer,2026-04-11,bee kind,5.0,quality and products are very good.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Quality and products are very good.,Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Baseline quality expectations are met.,0.9
playstore_customer,2026-04-11,pratiksha N,5.0,"Very Good, Keep up the good work. Quality of the products received were really good.",https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Customer expressed general satisfaction with the product quality.,Product Quality,,,Low,,False,P4,Positive feedback with no actionable engineering items.,False,False,False,False,None,Other,,,Good product quality drives basic customer satisfaction.,0.95
playstore_customer,2026-04-11,MALLIKARJUN WUPPULUR,5.0,farm fresh vegetables.,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,Customer is pleased with the freshness of the vegetables.,Product Quality,,,Low,,False,P4,Positive feedback highlighting product freshness; no action needed.,False,False,False,False,None,Product Quality,,,Fresh vegetables are a key value driver for this user.,0.95
playstore_customer,2026-04-11,Bibek Sarkar,5.0,quality products and timely delivery at a competitive prices 🙏,https://play.google.com/store/apps/details?id=com.firstclub.app,Positive,"Customer appreciates the quality, timely delivery, and competitive pricing.",Product Quality | Delivery & Speed | Pricing & Value,,,Low,,False,P4,Praise across multiple operational pillars; requires no action.,False,False,False,False,None,Delivery,,,"Executing well on quality, speed, and price simultaneously delights users.",0.95
app_store,2026-05-17,Satish Kumar Perumal,5.0,"I’ve been buying from them for the last couple of months, they are really serious about quality. I’ve tried a lot of services and there are very few who are good at this business. Their fruits and vegetables are quite good.",https://apps.apple.com/in/app/id6744534743,Positive,Long-term satisfaction with the quality of fruits and vegetables compared to other services.,Product Quality,,,Low,,False,P4,Strong validation of core value proposition with no defects reported.,False,False,False,False,None,Product Quality,,,Strict quality control of fresh produce is successfully differentiating the brand.,0.95
app_store,2026-05-17,QAMX,5.0,And already hooked,https://apps.apple.com/in/app/id6744534743,Positive,Customer is highly engaged and expressing loyalty.,UX,,,Low,,False,P4,Brief positive sentiment with no functional request.,False,False,False,False,None,Other,,,"The service is creating strong, rapid habituation.",0.9
app_store,2026-05-16,Suma_07094,5.0,FC has wide variety of products from various vendors and their produce is always fresh.,https://apps.apple.com/in/app/id6744534743,Positive,User appreciates the wide variety and consistent freshness of produce.,Selection & Discovery | Product Quality,,,Low,,False,P4,Validates vendor management and inventory freshness; no action required.,False,False,False,False,None,Product Quality,,,Sourcing variety from multiple vendors without compromising freshness is working well.,0.95
app_store,2026-05-16,TaraAmin77,4.0,Convenient. Has a decent collection of gourmand products,https://apps.apple.com/in/app/id6744534743,Positive,User finds the service convenient with a good selection of gourmand items.,Selection & Discovery | UX,,,Low,,False,P4,General satisfaction with convenience and selection.,False,False,False,False,None,Other,,,The gourmand product selection is attracting convenience-oriented users.,0.9
app_store,2026-05-15,Prahaan Shakar,5.0,All the products are so good with top notch quality!,https://apps.apple.com/in/app/id6744534743,Positive,High praise for top-notch product quality.,Product Quality,,,Low,,False,P4,Positive reinforcement of quality standards.,False,False,False,False,None,Product Quality,,,Consistent quality execution maintains high user satisfaction.,0.95
app_store,2026-05-14,Mr Bhowmick,5.0,Good quality items.,https://apps.apple.com/in/app/id6744534743,Positive,Simple acknowledgment of good quality items.,Product Quality,,,Low,,False,P4,No issues or requests presented.,False,False,False,False,None,Product Quality,,,Quality remains the strongest recognized attribute.,0.95
app_store,2026-05-13,Deek-22,5.0,"The Quality is UI, Even the App’s Interface and branding..",https://apps.apple.com/in/app/id6744534743,Positive,Customer praised the app's interface and branding.,UX | App Performance,,,Low,,False,P4,Design team validation; no engineering defects.,False,False,False,False,None,App Bug,,,Strong UI and branding contribute directly to the perception of overall product quality.,0.95
app_store,2026-05-12,Enone CR,5.0,"Absolutely beautiful app, very smooth and great user experience overall",https://apps.apple.com/in/app/id6744534743,Positive,Appreciates the smooth performance and beautiful UI.,UX | App Performance,,,Low,,False,P4,General praise for app performance and design.,False,False,False,False,None,App Bug,,,Smooth user experience is a highlighted strength.,0.95
app_store,2026-05-12,akanksha1495,5.0,Cuts out the gimmicky campaigns and only focuses on quality products and listing. What a fresh of breath air!,https://apps.apple.com/in/app/id6744534743,Positive,Likes the straightforward focus on quality products instead of gimmicky campaigns.,Product Quality | Pricing & Value,,,Low,,False,P4,Affirmation of marketing and product strategy.,False,False,False,False,None,Other,,,"Users appreciate a transparent, quality-first approach over aggressive promotional marketing.",0.95
app_store,2026-05-10,Soli Jain,5.0,My favourite now onwards,https://apps.apple.com/in/app/id6744534743,Positive,App has become the user's favorite.,UX,,,Low,,False,P4,"High satisfaction, zero actionable complaints.",False,False,False,False,None,Other,,,Creating loyalists effectively through current operations.,0.9
app_store,2026-05-09,MadhaviGK,4.0,I am a regular customer of Firstclub. I am happy that they are consistently maintaining the quality of products. Any issues on product quality or any product related query is swiftly actioned and solved. My feedback to Firstclub is pls maintain consistency and quality as your top most priority. We have seen lot of startup’s who entered market with an objective of providing quality products but over the years giving up their very main purpose. Hence loosing trust. Pls do not deviate and stick on to your core values of serving clean products. All the best!,https://apps.apple.com/in/app/id6744534743,Positive,"Satisfied with consistent quality and swift customer support, though giving cautious advice not to drop standards.",Product Quality | Customer Support,,,Low,,False,P4,Positive reinforcement; no existing defect to resolve.,False,False,False,False,None,Product Quality,,,Customers are aware of the startup lifecycle and fear quality drops as the company scales.,0.95
app_store,2026-05-09,Prabhanjan83,3.0,Some items like Finish tabs are over priced as it’s available for much lesser price in other platforms,https://apps.apple.com/in/app/id6744534743,Mixed,Feels specific non-food items are overpriced compared to competitors.,Pricing & Value,Finish tabs are marked up higher than other platforms.,,Medium,User is comparing prices with competitors and might split purchases.,False,P4,Pricing strategy complaint; not an engineering defect.,False,False,False,False,None,Billing,,,Pricing disparity on standard CPG goods (like Finish tabs) causes users to benchmark against cheaper platforms.,0.85
app_store,2026-05-08,MURTY BRC,5.0,NICE app. Easy to place order,https://apps.apple.com/in/app/id6744534743,Positive,Finds the app nice and order placement easy.,UX,,,Low,,False,P4,General UI/UX praise.,False,False,False,False,None,App Bug,,,The checkout and ordering flow is frictionless.,0.95
app_store,2026-05-08,Shaafi SS,5.0,"Reminds me that if India wants to… Then It Obviously Can. Thanks for setting the Standards High, Wish you luck.",https://apps.apple.com/in/app/id6744534743,Positive,Proud of the high standards set by the Indian company.,Product Quality,,,Low,,False,P4,Patriotic and supportive sentiment; no action needed.,False,False,False,False,None,Other,,,Setting high standards resonates emotionally with the local user base.,0.95
app_store,2026-05-08,harshagrawal56,5.0,I like the curated offerings and I have become a regular user,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates curated offerings which drove regular usage.,Selection & Discovery,,,Low,,False,P4,Validates curation strategy.,False,False,False,False,None,Other,,,Curated catalogs successfully reduce decision fatigue and encourage repeat buying.,0.95
